pm25
24.05843632
15.94940307
18.49542414
18.65981427
23.35296187
20.46213456
17.27961961
21.0543052
21.3355789
25.55202592
32.3097368
37.80591411
29.68019269
28.00723581
31.38365151
31.34648756
32.655552
24.22775097
21.31163667
18.98755901
17.61941763
21.11177428
27.3363846
37.36398235
29.43442073
24.4674988
26.74136518
25.47891141
30.93168918
22.51981428
20.68643472
18.75601785
18.39055516
21.74395803
23.24893472
31.30709821
27.79355843
26.91101184
27.76533438
34.3248228
38.05576803
22.68740073
20.34447971
17.75308952
17.40414533
24.46517851
25.35668931
33.29305755
32.54583333
32.13954902
22.09841176
25.86765686
27.7171209
22.61370748
21.15212733
22.2362629
18.43643463
20.30111436
26.19336426
33.40317086
31.62278591
26.99948308
22.96443387
31.02352082
28.51411624
27.60451236
25.67704287
23.73107572
25.02150602
22.82567268
27.93559419
38.63619745
28.71068163
38.32771486
24.38555393
32.19894855
35.12340138
24.70157858
21.23402825
20.62730448
22.04419277
21.08110459
25.60775518
27.09421182
35.81738954
27.4426879
23.99044907
28.81473827
35.14181585
21.38613396
23.14933361
20.21330294
17.54601688
16.43852142
25.64750907
29.81764042
31.83582728
26.49404607
27.75318418
24.90482525
23.55770155
18.5438224
22.05208078
20.76325856
23.96321583
19.02912371
27.28463703
33.79149264
27.77354219
22.0469926
24.95319095
29.78102614
35.81471524
19.11061731
20.95711648
19.40936627
19.19341132
15.89349158
22.74802553
28.7282762
